15:59:45,,,
15:59:47,,,
15:59:49,,,
15:59:51,,,
15:59:53,,,
15:59:54,,,
15:59:56,,,
15:59:58,,,
16:00:00,,,
16:00:02,,,
16:00:04,,,
16:00:05,,,
16:00:07,,,
16:00:09,,,
16:00:11,,,
16:00:13,,,
16:00:14,,,
16:00:16,,,
16:00:18,,,
16:00:20,,,
16:00:22,,,
16:00:24,,,
16:00:25,,,
16:00:27,,,
16:00:29,,,
16:00:31,,,
16:00:33,,,
16:00:35,,,
16:00:36,,,
16:00:38,,,
16:00:40,,,
16:00:42,,,
16:00:44,,,
16:00:45,,,
16:00:47,,,
16:00:49,,,
16:00:51,,,
16:00:53,,,
16:00:55,,,
16:00:56,,,
16:00:58,,,
16:01:00,,,
16:01:02,,,
16:01:04,,,
16:01:05,,,
16:01:07,,,
16:01:09,,,
16:01:11,,,
16:01:13,,,
16:01:15,,,
16:01:16,,,
16:01:18,,,
16:01:20,,,
16:01:22,,,
16:01:24,,,
16:01:26,,,
16:01:27,,,
16:01:29,,,
16:01:31,,,
16:01:33,,,
16:01:35,,,
16:01:36,,,
16:01:38,,,
16:01:40,,,
16:01:42,,,
16:01:44,,,
16:01:46,,,
16:01:47,,,
16:01:49,,,
16:01:51,,,
16:01:53,,,
16:01:55,,,
16:01:56,,,
16:01:58,,,
16:02:00,,,
16:02:02,,,
16:02:04,,,
16:02:06,,,
16:02:07,,,
16:02:09,,,
16:02:11,,,
16:02:13,,,
16:02:15,,,
16:02:17,,,
16:02:18,,,
16:02:20,,,
16:02:22,,,
16:02:24,,,
16:02:26,,,
16:02:28,,,
16:02:29,,,
16:02:31,,,
16:02:33,,,
16:02:35,,,
16:02:37,,,
16:02:38,,,
16:02:40,,,
16:02:42,,,
16:02:44,,,
16:02:46,,,
16:02:48,,,
16:02:49,,,
16:02:51,,,
16:02:53,,,
16:02:55,106A sdd_res=08E139ED sel_res=60 sens_res=0400,106B sensb_res=5080D9104C0000000000817100,
16:02:56,,,
16:02:58,,,
16:03:00,,,
16:03:01,,,
16:03:03,,,
16:03:05,,,
16:03:07,,,
16:03:09,,,
16:03:10,,,
16:03:12,,,
16:03:14,,,
16:03:16,,,
16:03:18,,,
16:03:20,,,
16:03:21,,,
16:03:23,,,
16:03:25,,,
16:03:27,,,
16:03:29,,,
16:03:31,,,
16:03:32,,,
16:03:34,,,
16:03:36,,,
16:03:38,,,
16:03:40,,,
16:03:42,,,
16:03:43,,,
16:03:45,,,
16:03:47,,,
16:03:49,,,
16:03:51,,,
16:03:52,,,
16:03:54,,,
16:03:56,,,
16:03:58,,,
16:04:00,,,
16:04:02,,,
16:04:03,,,
16:04:05,,,
16:04:07,,,
16:04:09,,,
16:04:11,,,
16:04:13,,,
16:04:14,,,
16:04:16,,,
16:04:18,,,
16:04:20,,,
16:04:22,,,
16:04:24,,,
16:04:25,,,
16:04:27,,,
16:04:29,,,
16:04:31,,,
16:04:33,,,
16:04:34,,,
16:04:36,,,
16:04:38,,,
16:04:40,,,
16:04:42,,,
16:04:44,,,
16:04:45,,,
16:04:47,,,
16:04:49,,,
16:04:51,,,
16:04:53,,,
16:04:55,,,
16:04:56,,,
16:04:58,,,
16:05:00,,,
16:05:02,,,
16:05:04,,,
16:05:05,,,
16:05:07,,,
16:05:09,,,
16:05:11,,,
16:05:13,,,
16:05:15,,,
16:05:16,,,
16:05:18,,,
16:05:20,,,
16:05:22,,,
16:05:24,,,
16:05:26,,,
16:05:27,,,
16:05:29,,,
16:05:31,,,
16:05:33,,,
16:05:35,,,
16:05:37,,,
16:05:38,,,
16:05:40,,,
16:05:42,,,
16:05:44,,,
16:05:46,,,
16:05:47,,,
16:05:49,,,
16:05:51,,,
16:05:53,,,
16:05:55,,,
16:05:57,,,
16:05:58,,,
16:06:00,,,
16:06:02,,,
16:06:04,,,
16:06:06,,,
16:06:08,,,
16:06:09,,,
16:06:11,,,
16:06:13,,,
16:06:15,,,
16:06:17,,,
16:06:19,,,
16:06:20,,,
16:06:22,,,
16:06:24,,,
